null; deleted; 20220630; 14366; 400;0;100;0;0;
1st Floor; deleted; 20220630; 15559; 400;0;100;0;0;
1st Floor; deleted; 20220630; 13200; 400;0;100;0;0;
1st Floor; deleted; 20220630; 12009; 400;0;100;0;0;
1st Floor; deleted; 20220630; 10755; 400;0;100;0;0;
1st Floor; deleted; 20220630; 5552; 400;0;100;0;0;
1st Floor; deleted; 20220630; 3043; 400;0;100;0;0;
1st Floor; deleted; 20220630; 1642; 400;0;100;0;0;
1st Floor; deleted; 20220630; 4333; 400;0;100;0;0;
1st Floor; deleted; 20220630; 426; 400;0;100;0;0;
1st Floor; deleted; 20220630; 20814; 400;0;100;0;0;
1st Floor; deleted; 20220630; 34459; 400;0;100;0;100;
1st Floor; deleted; 20220630; 30856; 400;0;100;0;100;
1st Floor; deleted; 20220630; 33259; 400;0;100;0;200;
1st Floor; deleted; 20220630; 32058; 400;0;100;0;300;
1st Floor; deleted; 20220630; 24422; 400;0;100;0;0;
1st Floor; deleted; 20220630; 25623; 400;0;100;0;0;
1st Floor; deleted; 20220630; 22017; 400;0;100;0;0;
1st Floor; deleted; 20220630; 23217; 400;0;100;0;0;
1st Floor; deleted; 20220630; 35708; 400;0;100;0;200;
1st Floor; deleted; 20220630; 53415; 400;0;100;0;500;
1st Floor; deleted; 20220630; 55837; 400;0;100;0;500;
1st Floor; deleted; 20220630; 54617; 400;0;100;0;500;
1st Floor; deleted; 20220630; 45805; 400;0;100;0;500;
1st Floor; deleted; 20220630; 52216; 400;0;100;0;500;
1st Floor; deleted; 20220630; 43350; 400;0;100;0;500;
1st Floor; deleted; 20220630; 51012; 400;0;100;0;600;
1st Floor; deleted; 20220630; 44557; 400;0;100;0;500;
1st Floor; deleted; 20220630; 42125; 400;0;100;0;200;
1st Floor; deleted; 20220630; 40910; 400;0;100;0;200;
1st Floor; deleted; 20220630; 74820; 400;0;100;0;500;
1st Floor; deleted; 20220630; 80013; 400;0;100;0;500;
1st Floor; deleted; 20220630; 72423; 400;0;100;0;600;
1st Floor; deleted; 20220630; 73619; 400;0;100;0;500;
1st Floor; deleted; 20220630; 70014; 400;0;100;0;400;
1st Floor; deleted; 20220630; 71237; 400;0;100;0;600;
1st Floor; deleted; 20220630; 62320; 400;0;100;0;500;
1st Floor; deleted; 20220630; 64742; 400;0;100;0;600;
1st Floor; deleted; 20220630; 63526; 400;0;100;0;500;
1st Floor; deleted; 20220630; 61109; 400;0;100;0;300;
1st Floor; deleted; 20220630; 100238; 500;0;100;0;600;
1st Floor; deleted; 20220630; 94948; 500;0;100;0;500;
1st Floor; deleted; 20220630; 93733; 400;0;100;0;600;
1st Floor; deleted; 20220630; 91303; 400;0;100;0;400;
1st Floor; deleted; 20220630; 84831; 400;0;100;0;400;
1st Floor; deleted; 20220630; 92515; 400;0;100;0;300;
1st Floor; deleted; 20220630; 82421; 400;0;100;0;300;
1st Floor; deleted; 20220630; 83623; 400;0;100;0;300;
1st Floor; deleted; 20220630; 90055; 400;0;100;0;400;
1st Floor; deleted; 20220630; 81235; 400;0;100;0;500;
1st Floor; deleted; 20220630; 101544; 500;0;100;0;500;
1st Floor; deleted; 20220630; 124512; 400;0;100;0;300;
1st Floor; deleted; 20220630; 112915; 400;0;100;0;500;
1st Floor; deleted; 20220630; 102845; 500;0;100;0;500;
1st Floor; deleted; 20220630; 104045; 500;0;100;0;500;
1st Floor; deleted; 20220630; 111658; 500;0;100;0;300;
1st Floor; deleted; 20220630; 121924; 400;0;100;0;300;
1st Floor; deleted; 20220630; 123310; 400;0;100;0;300;
1st Floor; deleted; 20220630; 105242; 500;0;100;0;600;
1st Floor; deleted; 20220630; 110446; 500;0;100;0;400;
1st Floor; deleted; 20220630; 125647; 400;0;100;0;400;
1st Floor; deleted; 20220630; 130951; 400;0;100;0;300;
1st Floor; deleted; 20220630; 133714; 400;0;100;0;300;
1st Floor; deleted; 20220630; 140316; 400;0;100;0;100;
1st Floor; deleted; 20220630; 135029; 400;0;100;0;100;
1st Floor; deleted; 20220630; 132355; 400;0;100;0;300;
1st Floor; deleted; 20220630; 152441; 400;0;100;0;100;
