null; deleted; 20220630; 10000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 50000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 30000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 40000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 40000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 20000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 30000; 400;0;100;0;100;
1st Floor; deleted; 20220630; 30000; 400;0;100;0;100;
1st Floor; deleted; 20220630; 30000; 400;0;100;0;200;
1st Floor; deleted; 20220630; 30000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 20000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 20000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 20000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 20000; 400;0;100;0;0;
1st Floor; deleted; 20220630; 30000; 400;0;100;0;200;
1st Floor; deleted; 20220630; 50000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 50000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 50000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 40000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 50000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 40000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 50000; 400;0;100;0;600;
1st Floor; deleted; 20220630; 40000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 40000; 400;0;100;0;200;
1st Floor; deleted; 20220630; 40000; 400;0;100;0;200;
1st Floor; deleted; 20220630; 70000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 80000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 70000; 400;0;100;0;600;
1st Floor; deleted; 20220630; 70000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 70000; 400;0;100;0;400;
1st Floor; deleted; 20220630; 70000; 400;0;100;0;600;
1st Floor; deleted; 20220630; 60000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 60000; 400;0;100;0;600;
1st Floor; deleted; 20220630; 60000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 60000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 10000; 500;0;100;0;600;
1st Floor; deleted; 20220630; 90000; 500;0;100;0;500;
1st Floor; deleted; 20220630; 90000; 400;0;100;0;600;
1st Floor; deleted; 20220630; 90000; 400;0;100;0;400;
1st Floor; deleted; 20220630; 80000; 400;0;100;0;400;
1st Floor; deleted; 20220630; 90000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 80000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 80000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 90000; 400;0;100;0;400;
1st Floor; deleted; 20220630; 80000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 10000; 500;0;100;0;500;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;500;
1st Floor; deleted; 20220630; 10000; 500;0;100;0;500;
1st Floor; deleted; 20220630; 10000; 500;0;100;0;500;
1st Floor; deleted; 20220630; 10000; 500;0;100;0;300;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 10000; 500;0;100;0;600;
1st Floor; deleted; 20220630; 10000; 500;0;100;0;400;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;400;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;100;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;100;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;300;
1st Floor; deleted; 20220630; 10000; 400;0;100;0;100;
