null; deleted; 20220630; 10000; 435;0;53;21;12;
1st Floor; deleted; 20220630; 10000; 434;0;53;21;9;
1st Floor; deleted; 20220630; 10000; 434;0;53;21;41;
1st Floor; deleted; 20220630; 10000; 433;0;54;21;20;
1st Floor; deleted; 20220630; 10000; 432;0;54;21;8;
1st Floor; deleted; 20220630; 50000; 432;0;54;22;4;
1st Floor; deleted; 20220630; 30000; 428;0;54;21;4;
1st Floor; deleted; 20220630; 10000; 426;0;54;21;4;
1st Floor; deleted; 20220630; 40000; 430;0;54;21;4;
1st Floor; deleted; 20220630; 40000; 425;0;54;21;4;
1st Floor; deleted; 20220630; 20000; 435;0;53;21;18;
1st Floor; deleted; 20220630; 30000; 420;0;54;21;127;
1st Floor; deleted; 20220630; 30000; 427;0;54;21;79;
1st Floor; deleted; 20220630; 30000; 421;0;54;21;166;
1st Floor; deleted; 20220630; 30000; 423;0;54;21;293;
1st Floor; deleted; 20220630; 20000; 434;0;53;21;45;
1st Floor; deleted; 20220630; 20000; 432;0;54;21;35;
1st Floor; deleted; 20220630; 20000; 434;0;53;21;38;
1st Floor; deleted; 20220630; 20000; 433;0;53;21;27;
1st Floor; deleted; 20220630; 30000; 418;0;54;21;152;
1st Floor; deleted; 20220630; 50000; 417;1;53;21;522;
1st Floor; deleted; 20220630; 50000; 419;1;52;21;489;
1st Floor; deleted; 20220630; 50000; 417;1;52;21;525;
1st Floor; deleted; 20220630; 40000; 415;1;54;21;497;
1st Floor; deleted; 20220630; 50000; 416;1;53;21;512;
1st Floor; deleted; 20220630; 40000; 415;1;54;21;520;
1st Floor; deleted; 20220630; 50000; 416;1;53;21;557;
1st Floor; deleted; 20220630; 40000; 416;1;54;21;544;
1st Floor; deleted; 20220630; 40000; 415;0;54;21;198;
1st Floor; deleted; 20220630; 40000; 416;0;54;21;196;
1st Floor; deleted; 20220630; 70000; 436;1;51;21;522;
1st Floor; deleted; 20220630; 80000; 448;1;51;21;510;
1st Floor; deleted; 20220630; 70000; 429;1;52;21;572;
1st Floor; deleted; 20220630; 70000; 440;1;51;21;532;
1st Floor; deleted; 20220630; 70000; 438;1;52;21;404;
1st Floor; deleted; 20220630; 70000; 439;1;52;21;554;
1st Floor; deleted; 20220630; 60000; 428;1;52;21;507;
1st Floor; deleted; 20220630; 60000; 435;1;52;21;567;
1st Floor; deleted; 20220630; 60000; 439;1;52;21;530;
1st Floor; deleted; 20220630; 60000; 420;0;52;21;307;
1st Floor; deleted; 20220630; 10000; 462;1;53;21;563;
1st Floor; deleted; 20220630; 90000; 462;1;52;21;506;
1st Floor; deleted; 20220630; 90000; 446;1;52;21;556;
1st Floor; deleted; 20220630; 90000; 435;1;51;21;387;
1st Floor; deleted; 20220630; 80000; 425;1;51;21;372;
1st Floor; deleted; 20220630; 90000; 439;1;51;21;284;
1st Floor; deleted; 20220630; 80000; 440;1;51;21;318;
1st Floor; deleted; 20220630; 80000; 429;1;51;21;346;
1st Floor; deleted; 20220630; 90000; 428;1;51;21;413;
1st Floor; deleted; 20220630; 80000; 444;1;51;21;495;
1st Floor; deleted; 20220630; 10000; 466;1;53;21;498;
1st Floor; deleted; 20220630; 10000; 431;1;53;21;321;
1st Floor; deleted; 20220630; 10000; 446;1;52;22;490;
1st Floor; deleted; 20220630; 10000; 461;1;52;21;459;
1st Floor; deleted; 20220630; 10000; 456;1;52;21;524;
1st Floor; deleted; 20220630; 10000; 450;1;52;21;333;
1st Floor; deleted; 20220630; 10000; 440;1;52;22;321;
1st Floor; deleted; 20220630; 10000; 436;1;52;22;337;
1st Floor; deleted; 20220630; 10000; 457;1;52;21;614;
1st Floor; deleted; 20220630; 10000; 454;1;52;21;423;
1st Floor; deleted; 20220630; 10000; 432;1;53;22;400;
1st Floor; deleted; 20220630; 10000; 434;1;53;22;252;
1st Floor; deleted; 20220630; 10000; 425;1;53;22;264;
1st Floor; deleted; 20220630; 10000; 420;0;55;21;76;
1st Floor; deleted; 20220630; 10000; 421;0;54;22;85;
1st Floor; deleted; 20220630; 10000; 427;1;53;22;272;
1st Floor; deleted; 20220630; 10000; 418;0;55;21;80;
