null; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;100;
1.024; deleted; 20220630; deleted; 400;0;100;0;100;
1.024; deleted; 20220630; deleted; 400;0;100;0;200;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;0;
1.024; deleted; 20220630; deleted; 400;0;100;0;200;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;600;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;200;
1.024; deleted; 20220630; deleted; 400;0;100;0;200;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;600;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;400;
1.024; deleted; 20220630; deleted; 400;0;100;0;600;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;600;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 500;0;100;0;600;
1.024; deleted; 20220630; deleted; 500;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;600;
1.024; deleted; 20220630; deleted; 400;0;100;0;400;
1.024; deleted; 20220630; deleted; 400;0;100;0;400;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 400;0;100;0;400;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 500;0;100;0;500;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 400;0;100;0;500;
1.024; deleted; 20220630; deleted; 500;0;100;0;500;
1.024; deleted; 20220630; deleted; 500;0;100;0;500;
1.024; deleted; 20220630; deleted; 500;0;100;0;300;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 500;0;100;0;600;
1.024; deleted; 20220630; deleted; 500;0;100;0;400;
1.024; deleted; 20220630; deleted; 400;0;100;0;400;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 400;0;100;0;100;
1.024; deleted; 20220630; deleted; 400;0;100;0;100;
1.024; deleted; 20220630; deleted; 400;0;100;0;300;
1.024; deleted; 20220630; deleted; 400;0;100;0;100;
