G.006; 0; 429.76; 0.0; 52.0; 21.26; 0.0; 
G.007; 0; 428.8; 0.0; 51.0; 21.26; 0.0; 
G.009; 1; 419.84; 0.0; 50.0; 21.46; 0.0; 
G.010; 0; 438.72; 0.0; 52.0; 21.28; 0.0; 
G.011; 0; 426.88; 0.0; 47.0; 22.16; 0.0; 
G.012; 0; 443.84; 0.0; 53.0; 22.16; 0.0; 
G.019; 0; 436.8; 0.0; 47.0; 22.06; 0.0; 
G.020; 0; 440.96; 0.0; 51.0; 22.46; 0.0; 
G.021; 0; 454.72; 0.0; 51.0; 21.86; 0.0; 
G.022; 0; 426.88; 0.0; 42.0; 24.06; 0.0; 
G.044; 0; 433.92; 0.0; 46.0; 22.96; 0.0; 
G.054; 0; 440.0; 0.0; 50.0; 22.16; 0.0; 
G.069; 0; 446.72; 0.0; 49.0; 20.72; 0.0; 
1.005; 0; 443.84; 0.0; 52.0; 22.42; 15.36; 
1.010; 0; 432.96; 0.0; 55.0; 20.64; 25.6; 
1.017; 0; 456.0; 0.0; 42.0; 24.16; 5.12; 
1.018; 0; 454.72; 0.0; 46.0; 22.34; 15.36; 
1.024; 10; 432.0; 0.0; 56.0; 21.28; 0.0; 
1.024; 11; 432.0; 0.0; 55.0; 20.92; 15.36; 
1.024; 12; 428.8; 0.0; 55.0; 20.92; 7.68; 
1.024; 13; 432.0; 0.0; 55.0; 21.42; 15.36; 
1.024; 14; 441.92; 0.0; 53.0; 21.36; 5.12; 
1.024; 15; 437.76; 0.0; 53.0; 21.6; 10.24; 
1.024; 16; 435.84; 0.0; 53.0; 21.54; 5.12; 
1.024; 17; 416.0; 0.0; 51.0; 21.94; 2.56; 
1.025; 0; 444.8; 0.0; 54.0; 20.6; 40.96; 
1.025A; 0; 442.88; 0.0; 61.0; 19.5; 0.0; 
1.026; 0; 451.84; 0.0; 60.0; 19.72; 5.12; 
1.025B; 0; 443.84; 0.0; 57.0; 19.94; 0.0; 
1.043; 0; 432.0; 0.0; 49.0; 21.94; 10.24; 
2.005; 0; 432.96; 0.0; 53.0; 20.54; 92.16; 
2.008; 0; 458.88; 1.0; 54.0; 21.22; 92.16; 
2.014; 0; 448.0; 0.0; 54.0; 21.58; 69.12; 
2.015; 0; 456.96; 0.0; 50.0; 22.46; 5.12; 
2.017; 0; 464.96; 0.0; 48.0; 22.42; 40.96; 
2.019; 1; 425.92; 0.0; 44.0; 23.66; 33.28; 
2.019; 3; 438.72; 0.0; 47.0; 23.16; 35.84; 
2.020; 0; 400.0; 0.0; 43.0; 23.66; 0.0; 
2.021; 0; 406.72; 0.0; 47.0; 23.06; 0.0; 
2.022; 1; 403.84; 0.0; 54.0; 21.76; 0.0; 
2.026; 0; 408.0; 0.0; 50.0; 21.88; 2.56; 
2.027; 0; 414.72; 0.0; 49.0; 22.16; 5.12; 
2.037; 1; 416.96; 0.0; 51.0; 21.96; 2.56; 
2.037; 2; 398.72; 0.0; 50.0; 22.1; 5.12; 
2.038; 1; 408.0; 0.0; 49.0; 23.06; 2.56; 
2.038; 2; 416.0; 0.0; 50.0; 23.16; 2.56; 
2.048; 1; 408.0; 0.0; 47.0; 23.08; 15.36; 
2.048; 2; 448.96; 0.0; 49.0; 23.24; 10.24; 
2.048; 4; 416.96; 0.0; 46.0; 21.3; 2.56; 
2.048; 5; 414.72; 0.0; 49.0; 22.66; 15.36; 
2.058; 1; 411.84; 0.0; 53.0; 21.58; 25.6; 
2.058; 2; 416.0; 0.0; 51.0; 22.54; 7.68; 
2.060; 0; 432.96; 0.0; 49.0; 21.96; 35.84; 
3.004; 0; 416.96; 0.0; 48.0; 22.06; 0.0; 
3.005; 1; 507.84; 0.0; 57.0; 20.08; 0.0; 
3.005; 2; 488.96; 0.0; 57.0; 20.06; 0.0; 
3.005; 3; 464.0; 0.0; 57.0; 19.94; 0.0; 
3.005; 4; 473.92; 0.0; 57.0; 19.82; 0.0; 
3.007; 0; 432.0; 0.0; 49.0; 22.06; 0.0; 
3.014; 0; 440.0; 0.0; 52.0; 22.16; 0.0; 
3.015; 1; 420.8; 0.0; 49.0; 23.54; 0.0; 
3.015; 2; 438.72; 0.0; 46.0; 24.62; 0.0; 
3.015; 3; 409.92; 0.0; 47.0; 23.86; 0.0; 
3.015; 4; 418.88; 0.0; 51.0; 23.4; 0.0; 
3.015; 5; 412.8; 0.0; 48.0; 23.68; 0.0; 
3.015; 6; 410.88; 0.0; 48.0; 23.66; 0.0; 
3.015; 7; 432.96; 0.0; 47.0; 24.04; 0.0; 
3.015; 8; 428.8; 0.0; 47.0; 23.9; 0.0; 
3.015; 9; 421.76; 0.0; 49.0; 23.5; 0.0; 
3.018; 1; 460.8; 0.0; 53.0; 22.08; 0.0; 
3.018; 2; 453.76; 0.0; 55.0; 22.0; 0.0; 
3.018; 3; 454.72; 0.0; 54.0; 21.7; 0.0; 
3.018; 4; 484.8; 0.0; 56.0; 21.64; 0.0; 
3.022; 0; 429.76; 0.0; 53.0; 22.16; 0.0; 
3.029; 0; 426.88; 0.0; 55.0; 21.24; 0.0; 
3.030; 0; 424.0; 0.0; 54.0; 21.68; 0.0; 
3.031; 0; 430.72; 0.0; 50.0; 22.26; 0.0; 
3.032; 0; 419.84; 0.0; 47.0; 23.46; 0.0; 
3.033; 2; 457.92; 0.0; 43.0; 23.02; 0.0; 
3.033; 3; 462.72; 0.0; 47.0; 23.02; 0.0; 
3.048; 0; 435.84; 0.0; 45.0; 23.42; 15.36; 
3.049; 1; 437.76; 0.0; 46.0; 23.54; 0.0; 
3.049; 2; 469.76; 0.0; 47.0; 23.3; 0.0; 
3.049; 3; 422.72; 0.0; 48.0; 23.54; 0.0; 
3.049; 4; 427.84; 0.0; 48.0; 23.04; 0.0; 
3.049; 5; 421.76; 0.0; 46.0; 23.28; 0.0; 
3.050; 0; 425.92; 0.0; 49.0; 21.34; 30.72; 
4.022; 1; 418.88; 0.0; 45.0; 23.88; 0.0; 
4.022; 2; 433.92; 0.0; 44.0; 24.18; 0.0; 
4.022; 4; 496.96; 0.0; 43.0; 24.02; 0.0; 
4.026; 0; 427.84; 0.0; 49.0; 22.18; 0.0; 
4.034; 0; 425.92; 0.0; 51.0; 21.96; 0.0; 
4.035; 0; 428.8; 0.0; 50.0; 22.0; 0.0; 
4.036; 0; 405.76; 0.0; 44.0; 23.98; 0.0; 
4.037; 2; 414.72; 0.0; 44.0; 23.76; 0.0; 
4.037; 3; 443.84; 0.0; 45.0; 23.66; 0.0; 
4.037; 4; 419.84; 0.0; 46.0; 23.36; 0.0; 
4.037; 5; 441.92; 0.0; 44.0; 23.66; 0.0; 
4.052; 1; 446.72; 0.0; 44.0; 23.06; 48.64; 
4.053; 0; 440.96; 0.0; 43.0; 22.04; 43.52; 
5.008; 1; 405.76; 0.0; 44.0; 23.76; 10.24; 
5.008; 2; 422.72; 0.0; 45.0; 23.18; 0.0; 
5.008; 3; 434.88; 0.0; 44.0; 23.26; 5.12; 
5.008; 4; 419.84; 0.0; 42.0; 23.16; 10.24; 
