G.006; 0; 440.96; 1.0; 49.0; 21.66; 0.0; 
G.007; 0; 451.84; 1.0; 52.0; 20.96; 0.0; 
G.009; 1; 435.84; 0.0; 48.0; 21.76; 0.0; 
G.010; 0; 452.8; 0.0; 55.0; 20.52; 0.0; 
G.011; 0; 451.84; 0.0; 51.0; 21.44; 0.0; 
G.012; 0; 446.72; 1.0; 55.0; 21.54; 0.0; 
G.019; 0; 449.92; 0.0; 53.0; 21.52; 0.0; 
G.020; 0; 424.96; 1.0; 50.0; 22.92; 0.0; 
G.021; 0; 450.88; 1.0; 51.0; 21.26; 0.0; 
G.022; 0; 494.72; 1.0; 48.0; 23.12; 0.0; 
G.044; 0; 434.88; 0.0; 46.0; 22.98; 0.0; 
G.054; 0; 430.72; 0.0; 50.0; 21.84; 0.0; 
G.069; 0; 435.84; 0.0; 56.0; 20.76; 0.0; 
1.005; 0; 422.72; 1.0; 45.0; 23.3; 696.32; 
1.010; 0; 426.88; 1.0; 56.0; 20.4; 317.44; 
1.017; 0; 454.72; 0.0; 44.0; 23.92; 5.12; 
1.018; 0; 489.92; 0.0; 52.0; 22.12; 286.72; 
1.024; 10; 469.76; 1.0; 55.0; 21.16; 0.0; 
1.024; 11; 465.92; 1.0; 54.0; 21.0; 1128.96; 
1.024; 12; 468.8; 1.0; 53.0; 21.08; 478.72; 
1.024; 13; 460.8; 1.0; 53.0; 21.48; 1075.2; 
1.024; 14; 428.8; 1.0; 51.0; 21.74; 670.72; 
1.024; 15; 457.92; 1.0; 51.0; 21.88; 1034.24; 
1.024; 16; 461.76; 1.0; 51.0; 21.66; 176.64; 
1.024; 17; 445.76; 1.0; 49.0; 21.94; 345.6; 
1.025; 0; 417.92; 0.0; 56.0; 21.34; 2048.0; 
1.025A; 0; 438.72; 0.0; 59.0; 20.32; 0.0; 
1.026; 0; 428.8; 0.0; 58.0; 20.0; 153.6; 
1.025B; 0; 434.88; 1.0; 55.0; 20.84; 0.0; 
1.043; 0; 466.88; 0.0; 51.0; 21.84; 450.56; 
2.005; 0; 437.76; 1.0; 55.0; 20.16; 970.24; 
2.008; 0; 449.92; 1.0; 55.0; 21.1; 494.08; 
2.014; 0; 442.88; 1.0; 55.0; 21.5; 1794.56; 
2.015; 0; 458.88; 1.0; 48.0; 22.86; 614.4; 
2.017; 0; 592.0; 0.0; 50.0; 22.74; 1978.88; 
