G.006;0; 450.88; 1.0; 52.0; 21.18; 0.0;20220630;055837
G.007;0; 422.72; 1.0; 52.0; 20.56; 0.0;20220630;055837
G.009;1; 457.92; 1.0; 50.0; 21.86; 0.0;20220630;055837
G.010;0; 445.76; 0.0; 53.0; 20.7; 0.0;20220630;055837
G.011;0; 445.76; 0.0; 50.0; 21.74; 0.0;20220630;055837
G.012;0; 426.88; 0.0; 53.0; 21.74; 0.0;20220630;055837
G.019;0; 418.88; 0.0; 50.0; 21.54; 0.0;20220630;055837
G.020;0; 417.92; 0.0; 48.0; 22.86; 0.0;20220630;055837
G.021;0; 457.92; 1.0; 52.0; 21.2; 0.0;20220630;055837
G.022;0; 478.72; 1.0; 48.0; 23.06; 0.0;20220630;055837
G.044;0; 419.84; 0.0; 47.0; 22.96; 0.0;20220630;055837
G.054;0; 445.76; 0.0; 50.0; 22.08; 0.0;20220630;055837
G.069;0; 419.84; 1.0; 56.0; 20.52; 0.0;20220630;055837
1.005;0; 418.88; 0.0; 44.0; 24.52; 1213.44;20220630;055837
1.010;0; 409.92; 0.0; 53.0; 20.74; 66.56;20220630;055837
1.017;0; 456.96; 0.0; 44.0; 23.92; 5.12;20220630;055837
1.018;0; 512.0; 1.0; 53.0; 21.9; 168.96;20220630;055837
1.024;10; 417.92; 1.0; 54.0; 21.2; 0.0;20220630;055837
1.024;11; 421.76; 1.0; 54.0; 21.0; 939.52;20220630;055837
1.024;12; 419.84; 1.0; 53.0; 20.96; 463.36;20220630;055837
1.024;13; 424.96; 1.0; 53.0; 21.42; 924.16;20220630;055837
1.024;14; 413.76; 1.0; 52.0; 21.56; 650.24;20220630;055837
1.024;15; 425.92; 1.0; 51.0; 21.66; 760.32;20220630;055837
1.024;16; 417.92; 1.0; 51.0; 21.56; 176.64;20220630;055837
1.024;17; 409.92; 0.0; 50.0; 21.8; 158.72;20220630;055837
1.025;0; 397.76; 0.0; 56.0; 21.16; 527.36;20220630;055837
1.025A;0; 403.84; 1.0; 58.0; 20.16; 0.0;20220630;055837
1.026;0; 411.84; 0.0; 58.0; 20.06; 87.04;20220630;055837
1.025B;0; 400.96; 1.0; 54.0; 20.46; 0.0;20220630;055837
1.043;0; 424.96; 0.0; 52.0; 21.28; 757.76;20220630;055837
2.005;0; 420.8; 0.0; 53.0; 20.36; 998.4;20220630;055837
2.008;0; 434.88; 1.0; 52.0; 21.26; 806.4;20220630;055837
2.014;0; 448.0; 1.0; 52.0; 21.64; 7413.76;20220630;055837
2.015;0; 418.88; 1.0; 46.0; 22.64; 576.0;20220630;055837
2.017;0; 467.84; 0.0; 48.0; 22.04; 785.92;20220630;055837
2.019;1; 448.0; 1.0; 44.0; 22.96; 258.56;20220630;055837
2.019;3; 432.96; 1.0; 45.0; 22.66; 499.2;20220630;055837
2.020;0; 451.84; 0.0; 45.0; 23.24; 0.0;20220630;055837
2.021;0; 408.96; 1.0; 50.0; 22.34; 0.0;20220630;055837
2.022;1; 400.0; 0.0; 56.0; 20.16; 0.0;20220630;055837
2.026;0; 403.84; 0.0; 52.0; 21.4; 40.96;20220630;055837
2.027;0; 417.92; 0.0; 51.0; 21.7; 46.08;20220630;055837
2.037;1; 457.92; 1.0; 53.0; 21.36; 360.96;20220630;055837
2.037;2; 462.72; 1.0; 52.0; 21.46; 145.92;20220630;055837
2.038;1; 440.0; 1.0; 51.0; 22.46; 202.24;20220630;055837
2.038;2; 456.96; 1.0; 52.0; 22.58; 399.36;20220630;055837
2.048;1; 428.8; 1.0; 49.0; 21.52; 737.28;20220630;055837
2.048;2; 469.76; 1.0; 48.0; 21.98; 478.72;20220630;055837
2.048;4; 413.76; 1.0; 47.0; 21.36; 304.64;20220630;055837
2.048;5; 450.88; 1.0; 52.0; 21.26; 1080.32;20220630;055837
2.058;1; 434.88; 1.0; 55.0; 21.26; 870.4;20220630;055837
2.058;2; 437.76; 1.0; 54.0; 21.98; 401.92;20220630;055837
2.060;0; 418.88; 0.0; 51.0; 22.3; 2060.8;20220630;055837
3.004;0; 413.76; 0.0; 47.0; 23.22; 0.0;20220630;055837
3.005;1; 460.8; 0.0; 55.0; 20.42; 0.0;20220630;055837
3.005;2; 454.72; 0.0; 54.0; 20.7; 0.0;20220630;055837
3.005;3; 419.84; 0.0; 54.0; 19.56; 0.0;20220630;055837
3.005;4; 426.88; 0.0; 54.0; 20.12; 0.0;20220630;055837
3.007;0; 430.72; 0.0; 53.0; 21.62; 0.0;20220630;055837
